Content,Spam_Ham,URL_Source
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,,other
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,,other
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,,other
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,,other
hi guys check my youtube channel﻿,,other
Subscribe and like to me for more how to videos on minecraft!﻿,,other
http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,,other
Subscribe ME!﻿,,other
Im just to check how much views it has﻿,,other
The first comment is chuck norrus ovbiously :D﻿,,other
Behold the most viewed youtube video in the history of ever﻿,,other
when is this gonna hit 2 billion?﻿,,other
the most viewed youtube video of all time?﻿,,other
"969,210 dislikes like dislike themselves﻿",,other
psy=korean﻿,,other
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",,other
"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",,other
It's been back for quite a while now.,,other
2 Billions in 2014,,other
plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,,other
Sub my channel!﻿,,other
http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,,other
http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,,other
"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",,other
http://hackfbaccountlive.com/?ref=4604617﻿,,other
"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",,other
-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,,other
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",,other
http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!﻿,,other
Admit it you just came here to check the number of viewers ﻿,,other
"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",,other
Check my first video out﻿,,other
Check my channel﻿,,other
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,,other
Suscribe My Channel Please XD lol﻿,,other
Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,,other
http://binbox.io/1FIRo#123﻿,,other
Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,,other
https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,,other
There is one video on my channel about my brother...﻿,,other
"Check my channel, please!﻿",,other
"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD﻿",,other
Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,,other
Plizz withing my channel ﻿,,other
I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,,other
Please help me go here http://www.gofundme.com/littlebrother﻿,,other
Anybody who subscribes to me will get 10 subscribers﻿,,other
http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection﻿,,other
"My videos are half way decent, check them out if you want.﻿",,other
"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",,other
subscribe to itz recaps and above diddle﻿,,other
Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,,other
need money?Enjoy https://www.tsu.co/emerson_zanol﻿,,other
Sub to my channel visuelgamingzNL I sub back﻿,,other
please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE﻿,,other
sub me if you dont like the song﻿,,other
This is a weird video.﻿,,other
8 million likes xD even the subscribers not 8 million xD﻿,,other
EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,,other
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,,other
This song never gets old love it.﻿,,other
gofundme.com/grwmps﻿,,other
"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",,other
#2012bitches﻿,,other
Made in china....﻿,,other
5 milions comentars and 2 bilion views﻿,,other
It is 0 zero﻿,,other
Mix - PSY - GANGNAM STYLE (강남스타일) M/V: PSY - GANGNAM STYLE (강남스타일) M/V﻿,,other
This has had over 2 billion views.  Holy shit.﻿,,other
"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)﻿",,other
Suscribe my channel please﻿,,other
"2,124923004 wiews... wow﻿",,other
guys please subscribe me to help my channel grow please guys﻿,,other
Great music anyway﻿,,other
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,,other
"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia﻿",,other
Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g﻿,,other
"Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315﻿",,other
Can somebody wake me up when we get to 3 billion views.﻿,,other
PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,,other
Justin bieber = gay ﻿,,other
You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.﻿,,other
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,,other
"Ahhh, 2 years ago....﻿",,other
"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",,other
"check out ""starlitnightsky"" channel to see epic videos﻿",,other
https://www.tsu.co/KodysMan plz ^^﻿,,other
Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions﻿,,other
http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107﻿,,other
check men out i put allot of effort into my music but unfortunatly not many  watch it﻿,,other
pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al﻿,,other
Add me here...https://www.facebook.com/TLouXmusic﻿,,other
CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS﻿,,other
I think this is now a place to promote channels in the comment section lol.﻿,,other
Get free gift cards and pay pal money!﻿,,other
Check out pivot animations in my channel﻿,,other
Follow me on twitter &amp; IG : __killuminati94﻿,,other
Check me out I'm all about gaming ﻿,,other
Oppa! Yeah! Best Song!﻿,,other
More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,,other
https://www.facebook.com/teeLaLaLa﻿,,other
http://www.twitch.tv/zxlightsoutxz﻿,,other
reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,,other
What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,,other
"Search ""Chubbz Dinero - Ready Or Not "" Thanks ﻿",,other
Follow me on Twitter @mscalifornia95﻿,,other
😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿,,other
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,,other
CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,,other
Incmedia.org where the truth meets you.﻿,,other
look at my channel i make minecraft pe lets play ﻿,,other
I found out this song now﻿,,other
2 BILLION!!!﻿,,other
Song name??﻿,,other
please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿,,other
hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,,other
http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ﻿,,other
"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",,other
Subscribe to me and I'll subscribe back!!!﻿,,other
http://flipagram.com/f/LUkA1QMrhF﻿,,other
For Christmas Song visit my channel! ;)﻿,,other
http://www.gofundme.com/gvr7xg﻿,,other
Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,,other
https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,,other
https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,,other
https://www.surveymonkey.com/s/CVHMKLT﻿,,other
Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,,other
Please subscribe to me﻿,,other
"This is the best, funny and viral video of history (youtube) THE TRUE﻿",,other
Please check out my vidios﻿,,other
OPPA GANGNAM STYLE!!!﻿,,other
"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",,other
OPPA &lt;3﻿,,other
It's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿,,other
most viewed video in the world﻿,,other
I'm here to check the views.. holy shit﻿,,other
"Dear person reading this, You are beautiful and loving Have a great day﻿",,other
http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,,other
Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,,other
The Guy in the yellow suit kinda looks like Jae-suk ﻿,,other
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",,other
How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,,other
WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,,other
OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this﻿,,other
What is he saying?!?!?!?!?!?!?!?$? ﻿,,other
this has so many views﻿,,other
OMG over 2 billion views!﻿,,other
Subscribe to me plz plz plz plz plz plZ ﻿,,other
http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market﻿,,other
"i am 2,126,492,636 viewer :D﻿",,other
https://www.tsu.co/Aseris get money here !﻿,,other
Fantastic!﻿,,other
The population of world is more than 7 billion﻿,,other
2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,,other
Wow 23 min ago﻿,,other
SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,,other
P E A C E  &amp;  L O V E  ! !﻿,,other
How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,,other
Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,,other
subscribe to me :) ﻿,,other
Still the best. :D﻿,,other
The most liked video on YouTube...﻿,,other
Still watching this 2 years later? ﻿,,other
"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",,other
"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",,other
2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,,other
GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,,other
Will this song ever reach 7 Billion Views?﻿,,other
"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",,other
"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",,other
"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",,other
Can anyone sub to my channel? :D﻿,,other
prehistoric song..has been﻿,,other
You think you're smart?        Headbutt your face.﻿,,other
DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,,other
Loool nice song funny how no one understands (me) and we love it﻿,,other
Like if you came here too see how many views this song has.﻿,,other
We pray for you Little Psy ♡﻿,,other
"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",,other
Follow me on Instagram. _chris_cz  ﻿,,other
how is this shit still relevant ﻿,,other
LOL this shit never gets old﻿,,other
What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,,other
On 0:02 u can see the camera man on his glasses....﻿,,other
this comment is wrong﻿,,other
i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,,other
2:05. Hahahahah ﻿,,other
Can we reach 3 billion views by December 2014? ﻿,,other
"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",,other
"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",,other
The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,,other
why I dont see any comments but mine?:/﻿,,other
this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,,other
I remember when everyone was obsessed with Gangnam Style 😗﻿,,other
Remove This video its wank﻿,,other
"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",,other
"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",,other
MANY MEMORIES...........﻿,,other
why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,,other
"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",,other
"This video is so cool, again and again!﻿",,other
I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,,other
"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",,other
With the korean girl more slut and bitch : Hyuna :'33﻿,,other
Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,,other
Still a very fun music video to watch! ﻿,,other
C'mon 3 billion views!!!!!!!!﻿,,other
"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",,other
"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",,other
subscribe my chanel﻿,,other
"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",,other
LoL﻿,,other
If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,,other
"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",,other
PSY is a good guy﻿,,other
WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,,other
https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,,other
1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,,other
The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,,other
For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,,other
How stupid humanity is﻿,,other
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,,other
You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,,other
"We get it, you came here for the views... ﻿",,other
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,,other
"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",,other
"This song is great there are 2,127,315,950 views wow﻿",,other
I'm watching this in 2014﻿,,other
Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,,other
"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",,other
What my gangnam style﻿,,other
Lol this youtuber (officialpsy) is getting so much money lol﻿,,other
1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,,other
"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",,other
"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",,other
"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",,other
if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,,other
YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,,other
2 billion for this shit?﻿,,other
"2 billion views, only 2 million shares﻿",,other
Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,,other
If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,,other
follower please https://www.facebook.com/lists/161620527267482﻿,,other
2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,,other
If i reach 100 subscribers i will tazz my self and my friend﻿,,other
Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,,other
https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,,other
I am so awesome and smart!!! Sucscribe to me!﻿,,other
Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,,other
http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,,other
https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,,other
im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,,other
I hate this song! ﻿,,other
please throw a sub on my channel﻿,,other
"NEW GOAL!   3,000,000!  Let's go for it!﻿",,other
Go to my channel if u want to see a fly getting burned alive﻿,,other
just came here to check the views :P﻿,,other
"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",,other
I hav absolutely no idea what he's saying. Is it even a language?﻿,,other
Please check out my vidios guys﻿,,other
I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,,other
Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,,other
This is getting old.........﻿,,other
PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,,other
just came to check the view count﻿,,other
Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,,other
Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,,other
www.marketglory.com/strategygame/lordviperas﻿,,other
"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",,other
WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,,other
I think he was drunk during this :) x)﻿,,other
Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,,other
"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",,other
http://hackfbaccountlive.com/?ref=5242575﻿,,other
"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",,other
https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,,other
"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",,other
FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,,other
imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,,other
Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,,other
"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",,other
"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",,other
"Don't mind me, I'm just checking what the views are up to : )﻿",,other
"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿",,other
"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",,other
https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater ﻿,,other
https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&amp;offset=0&amp;total_comments=74   please like frigea marius gabriel comment :D﻿,,other
"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",,other
Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿,,other
Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,,other
Why does a song like this have more views than Michael Jackson SMH﻿,,other
" Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿",,other
everyones back lool this is almost 3 years old and people are still hear!  xD﻿,,other
How can this have 2 billion views when there's only me on the planet? LOL﻿,,other
I don't now why I'm watching this in 2014﻿,,other
subscribe to me for call of duty vids and give aways Goal-100 subs﻿,,other
hi guys please my android photo editor download. thanks https://play.google.com/store/apps/details?id=com.butalabs.photo.editor﻿,,other
"The first billion viewed this because they thought it was really cool, the  other billion and a half came to see how stupid the first billion were...﻿",,other
i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿,spam,other
http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;﻿,spam,other
"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿",spam,other
http://psnboss.com/?ref=2tGgp3pV6L this is the song﻿,spam,other
Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,spam,other
check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,spam,other
"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",spam,other
hey guys!! visit my channel pleaase (i'm searching a dream)﻿,spam,other
Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ﻿,spam,other
http://www.twitch.tv/daconnormc﻿,spam,other
Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,spam,other
Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,spam,other
https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,spam,other
